Date,Open,High,Low,Close,Volume,Adj Close
2014-02-18,184.17999,184.95,182.60001,183.89,107524900,179.5641
2014-02-10,179.70,184.36,179.21001,184.02,100358200,179.69104
2014-02-03,177.97,179.87,173.71001,179.67999,177548900,175.45312
2014-01-27,179.06,179.81,176.88,178.17999,164303900,173.98842
2014-01-21,184.70,184.77,178.83,178.89,122766500,174.68172
2014-01-13,183.67,184.94,181.34,183.64,106714600,179.31998
2014-01-06,183.49001,184.22,182.08,184.14,96692900,179.80821
2013-12-30,183.87,184.69,182.48,182.89,86001100,178.58762
2013-12-23,182.45,184.17999,182.07001,183.85001,64036400,179.52504
2013-12-16,178.95,181.99001,177.32001,181.56,150921000,177.28891
2013-12-09,181.47,181.67,177.75999,178.11,101012800,172.98094
2013-12-02,181.09,181.42999,178.35001,180.94,114796800,175.72945
2013-11-25,181.13,181.75,180.37,181.00,70287700,175.78772
2013-11-18,180.35001,180.83,177.98,180.81,99546600,175.60318
2013-11-11,177.12,180.12,176.09,180.05,91340200,174.86508
2013-11-04,176.69,177.64,174.75999,177.28999,110512600,172.18454
2013-10-28,175.89,177.50999,175.22,176.21001,117796400,171.13567
2013-10-21,174.45,176.00,173.96001,175.95,100045200,170.88313
2013-10-14,169.21001,174.50999,169.08,174.39,139394400,169.36806
2013-10-07,167.42,170.32001,164.53,170.25999,148855600,165.35699
2013-09-30,167.48,169.50,166.84,168.89,131604600,164.02644
2013-09-23,170.49001,170.64999,168.47,168.91,100908900,164.04588
2013-09-16,171.16,173.60001,170.03999,170.72,134353400,165.80376
2013-09-09,166.45,169.56,166.45,169.33,88777800,163.65607
2013-09-03,165.23,166.98,163.70,166.03999,115652800,160.4763
2013-08-26,166.78999,167.30,163.05,163.64999,122112700,158.1664
2013-08-19,165.64,166.83,164.19,166.62,107524500,161.03687
2013-08-12,168.46001,169.89999,165.50,165.83,102605700,160.27335
2013-08-05,170.57001,170.96001,168.55,169.31,84072200,163.63673
2013-07-29,168.67999,170.97,168.11,170.95,101769600,165.22179
2013-07-22,169.41,169.86,167.52,169.11,98415100,163.44344
2013-07-15,167.97,169.27,167.07001,169.17,91695600,163.50143
2013-07-08,163.86,167.92999,163.08,167.50999,117721100,161.89705
2013-07-01,161.25999,163.08,160.22,163.02,121112900,157.55751
2013-06-24,157.41,161.82001,155.73,160.42,161865100,155.04463
2013-06-17,164.28999,165.99001,157.47,159.07001,210070600,153.73987
2013-06-10,165.31,165.39999,161.30,163.17999,149463800,156.88202
2013-06-03,163.83,165.10001,160.25,164.80,185264600,158.4395
2013-05-28,167.03999,167.78,163.13,163.45,147171700,157.1416
2013-05-20,166.78,169.07001,163.94,165.31,157509100,158.92981
2013-05-13,163.20,167.03999,162.82001,166.94,112255400,160.4969
2013-05-06,161.49001,163.70,161.42,163.41,92920400,157.10315
2013-04-29,158.67,161.88,158.10001,161.37,116813500,155.14188
2013-04-22,155.78,159.27,154.75,158.24001,119291000,152.13269
2013-04-15,158.00,158.13,153.55,155.48,181774400,149.4792
2013-04-08,155.27,159.71001,154.75,158.80,110141300,152.67108
2013-04-01,156.59,157.21001,153.77,155.16,129283300,149.17157
2013-03-25,156.00999,156.85001,154.35001,156.67,110265500,150.62328
2013-03-18,154.34,155.95,153.59,155.60001,129559900,149.59459
2013-03-11,155.32001,156.80,155.13,155.83,109396900,149.8157
2013-03-04,151.75999,155.64999,151.52,155.44,104898200,148.77904
2013-02-25,152.63,152.87,148.73,152.11,176140700,145.59174
2013-02-19,152.37,153.28,149.94,151.89,136323400,145.38116
2013-02-11,151.74001,152.61,151.39,152.11,103510200,145.59174
2013-02-04,150.32001,151.89,149.42999,151.80,135474500,145.29501
2013-01-28,150.28999,151.42,149.50999,151.24001,119329700,144.75902
2013-01-22,148.33,150.25,147.98,150.25,127507800,143.81143
2013-01-14,146.89,148.49001,146.20,148.33,118265700,141.97371
2013-01-07,145.85001,147.14999,144.98,147.07001,113333100,140.76772
2012-12-31,139.66,146.61,139.53999,146.37,174393400,140.0977
2012-12-24,142.48,142.71001,139.87,140.03,119387400,134.02939
2012-12-17,142.47,145.58,141.94,142.78999,177253400,136.67111
2012-12-10,142.21001,144.55,141.88,142.10001,134141500,135.05284
2012-12-03,142.80,142.92,140.37,142.41,122283200,135.34746
2012-11-26,140.64999,142.50999,139.00,142.14999,138702200,135.10034
2012-11-19,137.89999,141.39999,136.41,141.35001,104605800,134.34003
2012-11-12,138.59,139.25,134.70,136.37,165962600,129.60699
2012-11-05,141.35001,143.52,137.55,138.16,170464700,131.30823
2012-10-31,141.85001,143.72,140.67999,141.56,114045400,134.53961
2012-10-22,143.14999,143.67,140.39,141.35001,143659000,134.34003
2012-10-15,143.23,146.52,142.77,143.39,135818400,136.27885
2012-10-08,145.60001,146.12,142.58,142.89,119863800,135.80365
2012-10-01,144.52,147.16,143.83,146.14,123954000,138.89247
2012-09-24,145.14999,146.24001,142.95,143.97,127575100,136.83009
2012-09-17,146.94,147.19,145.63,145.87,121764000,138.63586
2012-09-10,144.19,148.11,143.46001,147.24001,131621300,139.19489
2012-09-04,141.03999,144.39,140.13,144.33,121607700,136.44389
2012-08-27,141.89,142.08,140.19,141.16,91691400,133.4471
2012-08-20,141.98,143.09,140.22,141.50999,105605500,133.77797
2012-08-13,140.60001,142.30,140.03999,142.17999,91144000,134.41136
2012-08-06,139.72,140.92,139.56,140.84,95142000,133.14458
2012-07-30,138.52,139.64,135.58,139.35001,144606600,131.73599
2012-07-23,134.47,139.07001,133.03,138.67999,168185900,131.1026
2012-07-16,135.44,138.17999,134.55,136.47,124497400,129.01335
2012-07-09,135.38,136.23,132.60001,135.75,137324900,128.33269
2012-07-02,136.48,137.80,134.85001,135.49001,121836000,128.0869
2012-06-25,132.05,136.27,130.85001,136.10001,155518100,128.66357
2012-06-18,133.58,136.25,132.33,133.46001,162099300,126.16782
2012-06-11,134.17,134.25999,131.16,134.14,184794300,126.81066
2012-06-04,128.39,133.53,127.14,133.10001,175917200,125.17889
2012-05-29,133.16,133.92999,128.16,128.16,191170200,120.53288
2012-05-21,130.16,133.23,129.95,132.10001,176634700,124.2384
2012-05-14,134.31,135.61,129.55,129.74001,229282700,122.01884
2012-05-07,136.50999,137.56,134.49001,135.61,173105700,127.53951
2012-04-30,140.11,141.66,136.92,137.00,142538400,128.84679
2012-04-23,136.53999,140.78999,135.94,140.39,145319500,132.03503
2012-04-16,137.84,139.36,136.58,137.95,152290600,129.74023
2012-04-09,138.03,139.84,135.75999,137.14,168123400,128.97845
2012-04-02,140.64,142.21001,139.25999,139.78999,147970800,131.47073
2012-03-26,140.64999,141.83,139.09,140.81,137809000,132.43004
2012-03-19,140.21001,141.28,138.55,139.64999,125029300,131.33907
2012-03-12,137.55,140.78,137.09,140.30,150253900,131.95039
2012-03-05,137.10001,137.92999,134.36,137.57001,145278500,128.81833
2012-02-27,136.02,138.19,135.80,137.31,145336200,128.57486
2012-02-21,136.73,137.20,135.50,136.92999,125435200,128.21904
2012-02-13,135.32001,136.63,134.25,136.41,158560700,127.73212
2012-02-06,133.98,135.59,133.64,134.36,139818800,125.81253
2012-01-30,130.50999,134.62,130.06,134.53999,148889400,125.98108
2012-01-23,131.50999,133.39999,130.60001,131.82001,150226300,123.43413
2012-01-17,130.08,131.95,128.89999,131.95,140040800,123.55585
2012-01-09,128.00,129.70,127.41,128.84,125034500,120.64369
2012-01-03,127.76,128.38,126.43,127.71,160707300,119.58558
2011-12-27,126.17,126.82,124.73,125.50,106072200,117.51617
2011-12-19,122.06,126.43,120.03,126.39,163040900,118.34956
2011-12-12,124.95,125.57,121.30,121.59,223839000,113.85491
2011-12-05,126.84,127.26,123.65,126.05,218376500,117.28734
2011-11-28,119.54,126.50,118.82,124.86,226486300,116.18006
2011-11-21,120.20,120.35,116.20,116.34,192498100,108.25234
2011-11-14,126.19,127.45,121.23,121.98,225310000,113.50027
2011-11-07,125.39,128.02,122.86,126.66,236163200,117.85493
2011-10-31,127.16,128.62,121.52,125.48,286001300,116.75697
2011-10-24,124.17,129.42,122.21,128.60001,275998500,119.66007
2011-10-17,121.99,124.12,119.20,123.97,257769100,115.35193
2011-10-10,117.68,122.60,117.67,122.57,229047100,114.04926
2011-10-03,112.49,117.25,107.43,115.71,335776200,107.66615
2011-09-26,114.61,119.56,112.98,113.15,289125100,105.28411
2011-09-19,119.53,121.99,111.30,113.54,319570800,105.647
2011-09-12,114.47,121.97,114.05,121.52,301800600,113.07224
2011-09-06,114.39,120.94,114.38,115.92,281424200,107.30637
2011-08-29,119.56,123.51,117.43,117.85,248844800,109.09296
2011-08-22,115.17,119.40,112.41,117.97,295991600,109.20405
2011-08-15,119.19,121.20,112.50,112.64,346468900,104.2701
2011-08-08,116.91,120.12,110.27,118.12,576882200,109.3429
2011-08-01,130.84,130.96001,116.86,120.08,443923300,111.15726
2011-07-25,133.30,134.49001,127.97,129.33,206386000,119.71992
2011-07-18,131.08,134.82001,129.63,134.58,174367600,124.57982
2011-07-11,132.75,133.22,130.67999,131.69,212156300,121.90456
2011-07-05,133.78,135.70,133.11,134.39999,168458000,124.41319
2011-06-27,126.89,134.10001,126.64,133.92,200892900,123.96886
2011-06-20,126.62,129.81,126.19,126.81,217951000,117.38718
2011-06-13,127.89,129.77,126.32,127.05,242089100,117.60935
2011-06-06,130.09,130.36,127.26,127.60,187980300,117.53577
2011-05-31,134.77,134.92,130.08,130.42,208245600,120.13335
2011-05-23,131.98,133.87,131.38,133.50999,150544300,122.97963
2011-05-16,133.56,135.03,132.12,133.61,154332700,123.07175
2011-05-09,134.19,136.11,133.39,134.03999,150294200,123.46783
2011-05-02,137.07001,137.17999,133.02,134.20,179403800,123.61521
2011-04-25,133.67999,136.57001,133.20,136.42999,119054600,125.66932
2011-04-18,130.59,133.84,129.50999,133.78,156771800,123.22834
2011-04-11,133.00,133.45,130.27,132.03999,155171700,121.62557
2011-04-04,133.42999,134.00,132.31,132.86,132129700,122.38091
2011-03-28,131.58,133.77,130.44,133.14999,132356600,122.64803
2011-03-21,129.35001,131.87,128.32001,131.30,149381300,120.94395
2011-03-14,129.99001,130.48,125.28,127.76,309593700,117.68316
2011-03-07,132.86,133.16,129.49001,130.84,214425000,119.99892
2011-02-28,132.82001,133.69,130.35001,132.47,210822100,121.49387
2011-02-22,133.12,134.56,129.70,132.33,215704600,121.36547
2011-02-14,133.03,134.69,132.32001,134.53,118252500,123.38318
2011-02-07,131.44,133.28,131.30,133.11,131673400,122.08084
2011-01-31,128.07001,131.20,127.75,131.14999,143057700,120.28323
2011-01-24,128.28999,130.35001,127.51,127.72,168297800,117.13744
2011-01-18,129.17999,129.64,127.13,128.37,148392000,117.73358
2011-01-10,126.58,129.33,126.20,129.30,117468800,118.58653
2011-01-03,126.71,127.83,125.70,127.14,137732700,116.6055
2010-12-27,125.13,126.20,125.04,125.75,67860800,115.33067
2010-12-20,124.64,125.82,123.98,125.60,90745700,115.1931
2010-12-13,125.05,125.23,123.75,124.30,153599100,114.00082
2010-12-06,122.63,124.60,122.41,124.48,137785500,113.56864
2010-11-29,118.50,123.03,117.74,122.89,204222500,112.11801
2010-11-22,119.69,120.24,117.99,118.80,154930900,108.38652
2010-11-15,120.58,121.05,117.59,120.29,198078500,109.74592
2010-11-08,122.34,122.95,119.65,120.20,192240500,109.6638
2010-11-01,119.07,122.92,117.85,122.72,190963400,111.96291
2010-10-25,119.14,119.76,117.26,118.49,162606800,108.10369
2010-10-18,117.74,119.09,116.02,118.35,190331800,107.97597
2010-10-11,116.72,118.55,115.65,117.70,188224900,107.38294
2010-10-04,114.37,116.86,113.18,116.54,177406800,106.32462
2010-09-27,114.86,115.79,113.18,114.61,195876100,104.5638
2010-09-20,112.88,114.90,112.18,114.82,217258500,104.75539
2010-09-13,112.58,113.29,111.98,112.49,190547000,102.62962
2010-09-07,110.37,111.68,109.55,111.48,141683700,101.16656
2010-08-30,106.58,110.99,104.49,110.89,213261800,100.63113
2010-08-23,108.04,108.57,104.29,106.86,242698200,96.97397
2010-08-16,107.57,110.39,106.75,107.53,195729900,97.58199
2010-08-09,112.92,113.18,107.60,108.31,207072900,98.28983
2010-08-02,111.99,113.11,110.92,112.39,174658800,101.99237
2010-07-26,110.60,112.29,108.98,110.27,198515400,100.0685
2010-07-19,107.05,110.57,105.82,110.41,241240100,100.19555
2010-07-12,107.60,110.09,106.45,106.66,208753500,96.79247
2010-07-06,103.64,107.97,101.88,107.96,216636600,97.97221
2010-06-28,108.03,108.32,101.13,102.20,288655900,92.74508
2010-06-21,113.12,113.20,106.77,107.87,242877200,97.89053
2010-06-14,110.52,112.42,109.40,111.73,219806200,101.39343
2010-06-07,107.20,109.75,104.65,109.68,284485100,99.06178
2010-06-01,108.35,111.06,106.46,106.82,285811700,96.47865
2010-05-24,108.52,110.80,104.38,109.37,322970300,98.78179
2010-05-17,114.20,115.22,105.36,109.11,422473400,98.54696
2010-05-10,115.81,117.68,112.87,113.89,305934000,102.8642
2010-05-03,119.38,120.68,105.00,111.26,431397900,100.48882
2010-04-26,121.85,122.12,118.25,118.81,252752100,107.30789
2010-04-19,119.01,121.86,118.47,121.81,172252300,110.01746
2010-04-12,119.70,121.57,118.75,119.36,181666700,107.80465
2010-04-05,118.25,119.60,117.60,119.55,138503700,107.97626
2010-03-29,117.17,118.25,116.61,117.80,150644900,106.39568
2010-03-22,115.31,118.17,115.24,116.58,198539300,105.29379
2010-03-15,115.26,117.48,114.60,115.97,183221600,104.74284
2010-03-08,114.26,115.97,113.87,115.46,155628500,103.85453
2010-03-01,111.20,114.34,111.17,114.25,154275200,102.76615
2010-02-22,111.55,111.58,108.94,110.74,189883700,99.60896
2010-02-16,108.86,111.57,107.82,111.14,186139000,99.96876
2010-02-08,106.74,108.25,105.81,108.04,266142500,97.18035
2010-02-01,108.15,110.59,104.58,106.66,285445000,95.93906
2010-01-25,110.21,110.47,107.22,107.39,259350300,96.59569
2010-01-19,113.62,115.13,109.09,109.21,261616200,98.23275
2010-01-11,115.08,115.14,113.20,113.64,151906600,102.21747
2010-01-04,112.37,114.62,111.51,114.57,120818500,103.05399
2009-12-28,112.90,113.03,111.39,111.44,82964300,100.2386
2009-12-21,110.76,112.60,110.76,112.48,90301900,101.17406
2009-12-14,111.87,112.13,109.28,110.21,148177900,99.13223
2009-12-07,110.91,111.53,109.02,111.11,143153900,99.4066
2009-11-30,109.48,112.38,108.12,111.01,179007200,99.31713
2009-11-23,110.72,111.74,108.29,109.57,130499200,98.02881
2009-11-16,110.38,111.69,109.01,109.43,171494700,97.90356
2009-11-09,107.95,110.82,107.87,109.62,161793800,98.07355
2009-11-02,104.13,107.40,103.08,107.13,216310300,95.84582
2009-10-26,108.20,109.31,103.44,103.56,253566900,92.65185
2009-10-19,109.07,110.31,107.50,108.08,208861600,96.69576
2009-10-12,107.76,109.71,106.76,108.89,166617600,97.42043
2009-10-05,102.90,107.26,102.60,107.26,165976100,95.96213
2009-09-28,104.85,107.02,101.99,102.49,202598400,91.69456
2009-09-21,105.89,108.03,104.09,104.45,190732300,93.4481
2009-09-14,103.88,108.06,103.15,106.72,187153200,95.479
2009-09-08,103.00,105.30,102.39,104.77,150696000,93.29005
2009-08-31,102.37,103.24,99.57,102.06,191078700,90.87699
2009-08-24,103.39,104.35,101.94,103.38,188892900,92.05235
2009-08-17,98.85,103.13,98.11,102.97,200535600,91.68728
2009-08-10,100.74,101.61,99.46,100.79,176663500,89.74615
2009-08-03,99.85,102.03,99.31,101.20,190212500,90.11122
2009-07-27,97.88,99.83,96.98,98.81,194655400,87.9831
2009-07-20,94.68,98.14,94.19,98.06,198152800,87.31528
2009-07-13,88.31,94.51,87.59,94.13,197903000,83.8159
2009-07-06,88.94,89.93,87.00,87.96,191387300,78.32197
2009-06-29,92.11,93.23,89.76,89.81,195680100,79.96925
2009-06-22,91.14,92.24,88.85,91.84,219758200,81.77682
2009-06-15,93.96,94.02,90.83,92.04,220467000,81.95491
2009-06-08,93.84,96.11,93.04,95.08,243913400,84.18626
2009-06-01,93.67,95.67,92.76,94.55,247358400,83.71699
2009-05-26,88.36,93.70,88.32,92.53,257517700,81.92843
2009-05-18,89.55,92.80,88.26,89.02,231814400,78.82058
2009-05-11,91.70,92.11,88.15,88.71,266315000,78.5461
2009-05-04,88.55,93.22,88.38,92.98,287781400,82.32687
2009-04-27,85.68,89.02,84.76,87.89,277308700,77.82005
2009-04-20,85.54,87.31,82.75,86.66,272156500,76.73098
2009-04-13,84.92,87.65,83.61,87.08,270004800,77.10286
2009-04-06,83.34,85.82,81.51,85.81,255967600,75.97836
2009-03-30,79.80,84.61,77.96,84.26,365248400,74.60596
2009-03-23,78.74,83.30,78.31,81.61,387267300,72.25958
2009-03-16,76.96,81.00,75.45,76.71,398066200,67.921
2009-03-09,67.95,76.98,67.73,76.09,377991700,66.89323
2009-03-02,72.52,73.92,67.10,68.92,461797200,60.58985
2009-02-23,78.27,79.67,73.81,73.93,420350500,64.99431
2009-02-17,80.16,82.96,75.77,77.42,408979700,68.06248
2009-02-09,86.96,87.74,81.05,82.76,372806200,72.75706
2009-02-02,81.57,87.34,77.73,86.98,334677900,76.467
2009-01-26,83.59,87.95,82.21,82.83,319910300,72.8186
2009-01-20,84.23,85.06,80.05,83.11,399739200,73.06475
2009-01-12,88.84,88.91,81.72,85.06,400333300,74.77906
2009-01-05,92.63,94.45,85.36,89.09,288859500,78.32197
2008-12-29,87.24,93.44,85.60,92.96,179401400,81.72421
2008-12-22,88.58,88.67,85.49,87.16,150553500,76.62524
2008-12-15,89.02,92.43,86.29,88.19,318467600,77.53075
2008-12-08,90.34,92.38,85.20,88.99,391991600,77.60408
2008-12-01,87.51,88.42,81.86,87.93,455075600,76.67971
2008-11-24,81.92,90.13,80.36,90.09,366465000,78.56334
2008-11-17,86.38,88.56,74.34,79.52,606022200,69.34573
2008-11-10,95.21,95.53,82.09,86.62,493619200,75.53732
2008-11-03,96.78,100.86,90.06,93.86,359633900,81.85099
2008-10-27,85.97,98.57,83.70,96.83,478894800,84.44099
2008-10-20,95.35,99.10,84.00,87.04,474888600,75.90358
2008-10-13,93.87,105.53,86.54,93.21,534388000,81.28415
2008-10-06,107.15,107.62,83.58,88.50,656315100,77.17678
2008-09-29,119.14,119.34,109.68,110.34,389527100,96.22243
2008-09-22,124.45,124.75,117.79,120.85,300685100,105.38773
2008-09-15,121.63,128.00,113.80,124.12,593329800,108.23934
2008-09-08,128.03999,128.24001,121.60,126.09,342707800,109.32448
2008-09-02,130.03,130.71001,122.00,124.42,283464400,107.87653
2008-08-25,128.80,130.34,126.58,128.78999,171763900,111.66547
2008-08-18,130.42999,130.48,126.34,129.64999,188154400,112.41113
2008-08-11,129.47,131.50999,127.67,130.17,227915100,112.86198
2008-08-04,126.04,129.92999,124.76,129.37,231299300,112.16836
2008-07-28,125.51,128.60001,123.42,126.16,269501900,109.38518
2008-07-21,126.51,129.14999,124.85,125.48,259846200,108.79559
2008-07-14,125.26,126.42,120.02,125.98,367877300,109.22911
2008-07-07,126.79,127.74,122.49,123.84,400546100,107.37365
2008-06-30,127.89,129.16,124.99,126.31,293720400,109.51523
2008-06-23,132.09,133.39999,127.04,127.53,264289800,110.57301
2008-06-16,135.55,137.12,131.22,131.58,247382700,114.08451
2008-06-09,136.86,137.50,133.52,136.14999,253981500,117.45934
2008-06-02,139.83,140.89,136.22,136.28999,264363300,117.58012
2008-05-27,137.80,140.92999,137.53,140.35001,160225000,121.08278
2008-05-19,142.81,144.30,137.52,137.64,189827600,118.7448
2008-05-12,139.25,142.87,138.73,142.66,172014500,123.07566
2008-05-05,141.05,142.20,138.45,138.89999,165604200,119.83182
2008-04-28,139.88,142.37,138.25999,141.50999,161677000,122.08352
2008-04-21,138.23,139.89,136.89999,139.60001,178846300,120.43574
2008-04-14,133.19,139.56,132.33,138.48,184075200,119.46948
2008-04-07,137.87,138.57001,133.00999,133.38,182946900,115.06962
2008-03-31,131.28999,137.96001,131.09,136.89,202496300,118.09776
2008-03-24,133.31,135.81,131.06,131.50999,200981600,113.45632
2008-03-17,126.57,134.64999,126.07,132.08,332755000,113.94807
2008-03-10,129.84,133.77,127.59,129.61,328495400,111.26631
2008-03-03,133.14,134.77,128.58,129.71001,263404800,111.35216
2008-02-25,135.53999,139.14,132.78,133.82001,198893900,114.88047
2008-02-19,136.72,137.00999,132.86,135.62,192954400,116.4257
2008-02-11,133.10001,137.06,132.03999,135.14,199303200,116.01365
2008-02-04,139.21001,139.30,131.73,133.07001,236276200,114.23662
2008-01-28,133.25999,139.61,132.06,139.58,254473300,119.82526
2008-01-22,127.21,136.75999,126.00,133.03999,369347400,114.21085
2008-01-14,141.16,141.86,131.10001,132.06,307112400,113.36956
2008-01-07,141.81,142.89999,137.70,140.14999,293191800,120.31458
2007-12-31,147.10001,147.61,140.91,141.31,167631600,121.3104
2007-12-24,148.82001,149.67999,146.89999,147.30,88018500,126.45264
2007-12-17,146.61,148.42,143.96001,148.13,196530800,127.16518
2007-12-10,151.28,152.89,147.10001,147.17,218680100,125.67405
2007-12-03,148.19,151.50,146.31,150.91,151506300,128.86778
2007-11-26,144.42999,149.87,140.66,148.66,237808900,126.94643
2007-11-19,145.28,145.53,141.67,144.13,254803500,123.07809
2007-11-12,145.21001,149.39999,143.70,145.78999,247329100,124.49561
2007-11-05,149.64,152.11,144.89,145.14,272707200,123.94056
2007-10-29,153.92999,155.27,149.21001,151.20,225009200,129.11542
2007-10-22,148.86,153.62,148.66,153.62,236525500,131.18195
2007-10-15,156.27,156.48,149.66,149.67,197980400,127.8089
2007-10-08,155.39,157.52,154.53999,156.33,125024300,133.49612
2007-10-01,152.60001,156.10001,152.50,155.85001,118328200,133.08624
2007-09-24,152.42,153.19,150.47,152.58,130674500,130.29385
2007-09-17,148.31,154.39,147.63,151.97,176810900,129.77295
2007-09-10,146.52,149.45,144.33,148.89999,155986400,126.55101
2007-09-04,147.45,149.98,145.25999,146.07001,162412400,124.14579
2007-08-27,147.85001,148.50,143.46001,147.59,183552800,125.43764
2007-08-20,145.17,148.33,143.28999,148.33,170072100,126.06657
2007-08-13,146.50,146.89,137.00,144.71001,340969500,122.98991
2007-08-06,144.21001,150.59,142.53,144.71001,320223900,122.98991
2007-07-30,145.92999,149.46001,143.20,143.80,344364100,122.2165
2007-07-23,154.17999,154.72,145.05,145.11,306742100,123.32987
2007-07-16,154.99001,155.53,152.83,153.50,170636500,130.46059
2007-07-09,153.16,155.46001,150.52,154.85001,134799000,131.60796
2007-07-02,150.87,153.17,150.77,152.98,81948300,130.01863
2007-06-25,150.24001,151.64999,148.06,150.42999,200300900,127.85136
2007-06-18,153.38,153.58,149.85001,150.55,157347100,127.95336
2007-06-11,150.92999,153.66,149.55,153.07001,165909800,130.09514
2007-06-04,153.53999,154.39,149.06,151.03999,155464800,127.81891
2007-05-29,151.94,154.39999,151.34,154.08,108418000,130.39154
2007-05-21,152.58,153.50,150.74001,151.69,132300400,128.36899
2007-05-14,150.86,152.62,149.78999,152.62,120636400,129.15601
2007-05-07,150.88,152.82001,149.27,150.86,102628400,127.66659
2007-04-30,149.64,151.12,147.67,150.92,101065000,127.71736
2007-04-23,148.37,149.80,147.32001,149.53,99418600,126.54106
2007-04-16,145.83,148.62,145.82001,148.62,101379100,125.77097
2007-04-09,144.64999,145.32001,143.34,145.32001,82754900,122.97832
2007-04-02,142.16,144.44,141.48,144.24001,68163000,122.06436
2007-03-26,143.50,143.64999,140.56,142.00,126837300,120.16873
2007-03-19,139.25999,143.81,139.14999,143.39,104807200,121.34503
2007-03-12,140.42,141.34,136.75,138.53,151358600,117.23222
2007-03-05,137.92999,141.42,137.33,140.78,125577000,118.66563
2007-02-26,145.83,145.95,138.05,138.67,179319600,116.88708
2007-02-20,145.56,146.42,145.00,145.30,67979200,122.47561
2007-02-12,143.94,145.95,143.19,145.73,54867000,122.83806
2007-02-05,144.70,145.36,143.39,143.94,61636300,121.32925
2007-01-29,142.19,144.95,141.74001,144.81,69462000,122.06258
2007-01-22,143.07001,143.98,141.58,142.13,62198400,119.80357
2007-01-16,143.07001,143.46001,142.31,142.82001,55065700,120.38519
2007-01-08,140.82001,143.24001,140.25,143.24001,65922100,120.73921
2007-01-03,142.25,142.86,140.38,140.53999,80357800,118.46333
2006-12-26,140.81,142.70,140.78,141.62,38793500,119.37368
2006-12-18,142.53999,142.88,140.67,140.75,53243000,118.64034
2006-12-11,141.42,143.24001,140.89,142.34,61672700,119.98058
2006-12-04,140.25,142.30,140.23,141.42,71384700,118.5446
2006-11-27,140.28,141.05,138.11,140.22,98261400,117.53871
2006-11-20,140.30,141.16,139.94,140.35001,49261300,117.64769
2006-11-13,138.17999,140.67999,138.07001,140.42,73138800,117.70636
